Date,Price,Open,High,Low,Vol.,Change %
06/16/1989,914.18,914.18,914.18,914.18,9.71M,-1.67%
06/15/1989,929.66,929.66,929.66,929.66,13.17M,-0.06%
06/14/1989,930.26,930.26,930.26,930.26,11.58M,1.12%
06/13/1989,919.98,919.98,919.98,919.98,12.94M,-0.05%
06/12/1989,920.48,920.48,920.48,920.48,10.44M,1.03%
06/10/1989,911.14,911.14,911.14,911.14,8.25M,0.71%
06/09/1989,904.69,904.69,904.69,904.69,9.61M,0.76%
06/08/1989,897.88,897.88,897.88,897.88,7.64M,2.50%
06/07/1989,875.99,875.99,875.99,875.99,6.97M,-2.83%
06/05/1989,901.46,901.46,901.46,901.46,4.60M,-2.14%
06/03/1989,921.18,921.18,921.18,921.18,4.66M,-0.42%
06/02/1989,925.04,925.04,925.04,925.04,4.75M,-0.80%
06/01/1989,932.48,932.48,932.48,932.48,4.64M,-0.03%
05/31/1989,932.76,932.76,932.76,932.76,5.60M,-0.58%
05/30/1989,938.24,938.24,938.24,938.24,5.96M,0.09%
05/29/1989,937.36,937.36,937.36,937.36,5.34M,-0.09%
05/27/1989,938.19,938.19,938.19,938.19,5.30M,0.27%
05/26/1989,935.65,935.65,935.65,935.65,6.41M,0.57%
05/25/1989,930.34,930.34,930.34,930.34,5.26M,-0.51%
05/24/1989,935.08,935.08,935.08,935.08,7.02M,1.13%
05/23/1989,924.59,924.59,924.59,924.59,5.35M,-0.58%
05/22/1989,930.03,930.03,930.03,930.03,6.75M,-0.74%
05/20/1989,936.93,936.93,936.93,936.93,5.74M,0.35%
05/19/1989,933.69,933.69,933.69,933.69,7.68M,0.73%
05/18/1989,926.91,926.91,926.91,926.91,6.39M,-0.16%
05/17/1989,928.37,928.37,928.37,928.37,7.57M,0.32%
05/16/1989,925.37,925.37,925.37,925.37,8.30M,-0.18%
05/15/1989,927.06,927.06,927.06,927.06,7.37M,-1.34%
05/13/1989,939.66,939.66,939.66,939.66,4.36M,-0.65%
05/11/1989,945.84,945.84,945.84,945.84,8.34M,-0.55%
05/10/1989,951.09,951.09,951.09,951.09,8.44M,0.10%
05/09/1989,950.16,950.16,950.16,950.16,9.50M,0.60%
05/08/1989,944.5,944.5,944.5,944.5,9.31M,-0.47%
05/06/1989,948.98,948.98,948.98,948.98,7.25M,0.76%
05/04/1989,941.8,941.8,941.8,941.8,9.53M,0.87%
05/03/1989,933.66,933.66,933.66,933.66,8.82M,-0.79%
05/02/1989,941.13,941.13,941.13,941.13,10.40M,-0.54%
05/01/1989,946.2,946.2,946.2,946.2,9.40M,0.60%
04/29/1989,940.54,940.54,940.54,940.54,6.46M,0.54%
04/28/1989,935.46,935.46,935.46,935.46,10.74M,-0.40%
04/27/1989,939.21,939.21,939.21,939.21,11.07M,0.48%
04/26/1989,934.72,934.72,934.72,934.72,12.29M,-0.96%
04/25/1989,943.81,943.81,943.81,943.81,12.43M,-0.56%
04/24/1989,949.14,949.14,949.14,949.14,10.61M,0.77%
04/22/1989,941.88,941.88,941.88,941.88,8.13M,-0.62%
04/21/1989,947.73,947.73,947.73,947.73,14.11M,-0.65%
04/20/1989,953.91,953.91,953.91,953.91,11.68M,-0.45%
04/19/1989,958.25,958.25,958.25,958.25,14.24M,-0.18%
04/18/1989,960.01,960.01,960.01,960.01,13.12M,-0.28%
04/17/1989,962.7,962.7,962.7,962.7,16.10M,1.30%
04/15/1989,950.31,950.31,950.31,950.31,9.67M,0.61%
04/14/1989,944.59,944.59,944.59,944.59,16.19M,-0.72%
04/13/1989,951.48,951.48,951.48,951.48,15.85M,2.53%
04/12/1989,927.96,927.96,927.96,927.96,13.95M,-2.88%
04/11/1989,955.49,955.49,955.49,955.49,15.42M,-0.82%
04/10/1989,963.36,963.36,963.36,963.36,14.41M,-1.96%
04/08/1989,982.62,982.62,982.62,982.62,13.28M,0.46%
04/07/1989,978.13,978.13,978.13,978.13,17.23M,-0.46%
04/06/1989,982.65,982.65,982.65,982.65,17.24M,-1.83%
04/04/1989,"1,000.98","1,000.98","1,000.98","1,000.98",17.34M,-0.51%
04/03/1989,"1,006.15","1,006.15","1,006.15","1,006.15",24.50M,-0.16%
04/01/1989,"1,007.77","1,007.77","1,007.77","1,007.77",13.91M,0.44%
03/31/1989,"1,003.31","1,003.31","1,003.31","1,003.31",30.48M,1.61%
03/30/1989,987.44,987.44,987.44,987.44,22.56M,0.23%
03/29/1989,985.21,985.21,985.21,985.21,25.33M,0.68%
03/28/1989,978.53,978.53,978.53,978.53,17.79M,0.56%
03/27/1989,973.09,973.09,973.09,973.09,15.12M,-0.62%
03/25/1989,979.16,979.16,979.16,979.16,16.09M,0.79%
03/24/1989,971.45,971.45,971.45,971.45,14.92M,-1.23%
03/23/1989,983.55,983.55,983.55,983.55,16.94M,0.20%
03/22/1989,981.56,981.56,981.56,981.56,21.65M,-1.11%
03/21/1989,992.59,992.59,992.59,992.59,18.72M,0.10%
03/20/1989,991.64,991.64,991.64,991.64,25.69M,1.04%
03/18/1989,981.41,981.41,981.41,981.41,13.20M,-0.43%
03/17/1989,985.68,985.68,985.68,985.68,29.50M,-0.04%
03/16/1989,986.09,986.09,986.09,986.09,27.47M,0.01%
03/15/1989,986,986,986,986,27.24M,1.57%
03/14/1989,970.74,970.74,970.74,970.74,24.36M,-0.12%
03/13/1989,971.94,971.94,971.94,971.94,26.57M,0.91%
03/11/1989,963.16,963.16,963.16,963.16,15.67M,1.29%
03/09/1989,950.87,950.87,950.87,950.87,21.56M,1.21%
03/08/1989,939.49,939.49,939.49,939.49,19.25M,1.76%
03/07/1989,923.2,923.2,923.2,923.2,14.35M,0.18%
03/06/1989,921.53,921.53,921.53,921.53,9.54M,0.87%
03/04/1989,913.62,913.62,913.62,913.62,6.98M,0.43%
03/03/1989,909.72,909.72,909.72,909.72,10.51M,-0.72%
03/02/1989,916.34,916.34,916.34,916.34,10.49M,-0.17%
02/28/1989,917.9,917.9,917.9,917.9,9.62M,-0.49%
02/27/1989,922.44,922.44,922.44,922.44,11.39M,0.42%
02/25/1989,918.6,918.6,918.6,918.6,8.33M,0.17%
02/24/1989,917.08,917.08,917.08,917.08,11.52M,-0.80%
02/23/1989,924.45,924.45,924.45,924.45,12.95M,0.01%
02/22/1989,924.32,924.32,924.32,924.32,17.62M,0.72%
02/21/1989,917.7,917.7,917.7,917.7,13.72M,0.31%
02/20/1989,914.88,914.88,914.88,914.88,15.03M,0.66%
02/18/1989,908.88,908.88,908.88,908.88,9.56M,0.94%
02/17/1989,900.44,900.44,900.44,900.44,13.26M,0.53%
02/16/1989,895.68,895.68,895.68,895.68,11.77M,0.17%
02/15/1989,894.15,894.15,894.15,894.15,14.04M,-0.66%
02/14/1989,900.05,900.05,900.05,900.05,14.78M,0.27%
02/13/1989,897.67,897.67,897.67,897.67,16.95M,1.14%
02/11/1989,887.52,887.52,887.52,887.52,8.28M,0.48%
02/10/1989,883.27,883.27,883.27,883.27,11.24M,-1.07%
02/09/1989,892.86,892.86,892.86,892.86,16.72M,0.10%
02/08/1989,891.97,891.97,891.97,891.97,14.25M,0.48%
02/04/1989,887.75,887.75,887.75,887.75,12.45M,0.21%
02/03/1989,885.85,885.85,885.85,885.85,14.88M,0.85%
02/02/1989,878.42,878.42,878.42,878.42,9.53M,-0.93%
02/01/1989,886.68,886.68,886.68,886.68,14.53M,0.27%
01/31/1989,884.29,884.29,884.29,884.29,16.64M,0.34%
01/30/1989,881.33,881.33,881.33,881.33,12.16M,1.33%
01/28/1989,869.74,869.74,869.74,869.74,6.11M,-0.48%
01/27/1989,873.92,873.92,873.92,873.92,9.91M,1.45%
01/26/1989,861.46,861.46,861.46,861.46,7.83M,0.36%
01/25/1989,858.4,858.4,858.4,858.4,8.72M,0.29%
01/24/1989,855.96,855.96,855.96,855.96,9.15M,-0.80%
01/23/1989,862.84,862.84,862.84,862.84,6.74M,-0.23%
01/21/1989,864.86,864.86,864.86,864.86,5.81M,-0.42%
01/20/1989,868.51,868.51,868.51,868.51,9.48M,0.63%
01/19/1989,863.07,863.07,863.07,863.07,10.36M,-0.47%
01/18/1989,867.16,867.16,867.16,867.16,9.28M,-1.66%
01/17/1989,881.83,881.83,881.83,881.83,10.43M,-0.54%
01/16/1989,886.62,886.62,886.62,886.62,11.12M,-2.10%
01/14/1989,905.62,905.62,905.62,905.62,8.56M,2.13%
01/13/1989,886.75,886.75,886.75,886.75,10.78M,-0.28%
01/12/1989,889.26,889.26,889.26,889.26,14.13M,0.52%
01/11/1989,884.63,884.63,884.63,884.63,11.04M,-1.35%
01/10/1989,896.73,896.73,896.73,896.73,18.75M,-0.54%
01/09/1989,901.64,901.64,901.64,901.64,15.22M,-1.94%
01/07/1989,919.51,919.51,919.51,919.51,13.08M,-0.08%
01/06/1989,920.28,920.28,920.28,920.28,16.05M,0.30%
01/05/1989,917.49,917.49,917.49,917.49,19.65M,-0.23%
01/04/1989,919.61,919.61,919.61,919.61,3.68M,1.37%
12/26/1988,907.2,907.2,907.2,907.2,19.05M,2.47%
12/24/1988,885.32,885.32,885.32,885.32,9.10M,0.98%
12/23/1988,876.77,876.77,876.77,876.77,14.04M,-1.60%
12/22/1988,891.03,891.03,891.03,891.03,15.08M,-0.96%
12/21/1988,899.63,899.63,899.63,899.63,16.67M,0.10%
12/20/1988,898.76,898.76,898.76,898.76,16.53M,-1.98%
12/19/1988,916.94,916.94,916.94,916.94,18.98M,1.03%
12/17/1988,907.63,907.63,907.63,907.63,13.34M,0.63%
12/16/1988,901.96,901.96,901.96,901.96,16.16M,-0.72%
12/15/1988,908.47,908.47,908.47,908.47,20.99M,-1.53%
12/14/1988,922.56,922.56,922.56,922.56,19.81M,0.28%
12/13/1988,919.99,919.99,919.99,919.99,27.31M,0.95%
12/12/1988,911.35,911.35,911.35,911.35,26.24M,2.43%
12/10/1988,889.72,889.72,889.72,889.72,11.64M,1.20%
12/09/1988,879.13,879.13,879.13,879.13,24.68M,0.92%
12/08/1988,871.14,871.14,871.14,871.14,22.20M,0.22%
12/07/1988,869.25,869.25,869.25,869.25,25.28M,1.37%
12/06/1988,857.51,857.51,857.51,857.51,19.89M,1.07%
12/05/1988,848.46,848.46,848.46,848.46,20.64M,1.75%
12/03/1988,833.89,833.89,833.89,833.89,10.51M,0.02%
12/02/1988,833.69,833.69,833.69,833.69,22.06M,1.05%
12/01/1988,825,825,825,825,14.31M,-0.74%
11/30/1988,831.12,831.12,831.12,831.12,21.07M,-0.59%
11/29/1988,836.07,836.07,836.07,836.07,22.84M,1.22%
11/28/1988,826.03,826.03,826.03,826.03,19.46M,1.88%
11/26/1988,810.78,810.78,810.78,810.78,11.19M,-0.28%
11/25/1988,813.09,813.09,813.09,813.09,23.52M,0.90%
11/24/1988,805.86,805.86,805.86,805.86,18.91M,0.84%
11/23/1988,799.14,799.14,799.14,799.14,21.46M,1.52%
11/22/1988,787.16,787.16,787.16,787.16,15.42M,0.22%
11/21/1988,785.41,785.41,785.41,785.41,15.66M,0.81%
11/19/1988,779.08,779.08,779.08,779.08,8.63M,1.23%
11/18/1988,769.59,769.59,769.59,769.59,12.50M,0.75%
11/17/1988,763.88,763.88,763.88,763.88,15.09M,0.59%
11/16/1988,759.37,759.37,759.37,759.37,12.99M,-1.29%
11/15/1988,769.27,769.27,769.27,769.27,12.70M,2.08%
11/14/1988,753.57,753.57,753.57,753.57,10.28M,-1.31%
11/12/1988,763.55,763.55,763.55,763.55,7.79M,-0.84%
11/11/1988,770,770,770,770,18.94M,-0.26%
11/10/1988,772.02,772.02,772.02,772.02,15.00M,1.30%
11/09/1988,762.12,762.12,762.12,762.12,10.65M,-0.53%
11/08/1988,766.19,766.19,766.19,766.19,15.90M,0.52%
11/07/1988,762.19,762.19,762.19,762.19,12.57M,0.66%
11/05/1988,757.19,757.19,757.19,757.19,7.45M,-0.16%
11/04/1988,758.39,758.39,758.39,758.39,18.09M,1.23%
11/03/1988,749.15,749.15,749.15,749.15,14.74M,0.56%
11/02/1988,744.97,744.97,744.97,744.97,11.99M,1.11%
11/01/1988,736.81,736.81,736.81,736.81,8.58M,0.96%
10/31/1988,729.79,729.79,729.79,729.79,8.04M,-1.59%
10/29/1988,741.6,741.6,741.6,741.6,6.33M,0.00%
10/28/1988,741.61,741.61,741.61,741.61,12.60M,0.09%
10/27/1988,740.95,740.95,740.95,740.95,12.13M,-1.99%
10/26/1988,756.03,756.03,756.03,756.03,16.30M,-0.34%
10/25/1988,758.63,758.63,758.63,758.63,17.97M,-0.81%
10/24/1988,764.85,764.85,764.85,764.85,20.28M,1.93%
10/22/1988,750.39,750.39,750.39,750.39,9.82M,1.66%
10/21/1988,738.12,738.12,738.12,738.12,16.16M,-0.06%
10/20/1988,738.57,738.57,738.57,738.57,19.61M,1.44%
10/19/1988,728.1,728.1,728.1,728.1,16.63M,1.52%
10/18/1988,717.17,717.17,717.17,717.17,12.25M,1.17%
10/17/1988,708.91,708.91,708.91,708.91,11.46M,0.41%
10/15/1988,706.04,706.04,706.04,706.04,8.12M,0.98%
10/14/1988,699.2,699.2,699.2,699.2,9.48M,1.97%
10/13/1988,685.71,685.71,685.71,685.71,8.64M,0.89%
10/12/1988,679.64,679.64,679.64,679.64,6.69M,-0.10%
10/11/1988,680.32,680.32,680.32,680.32,7.19M,0.62%
10/10/1988,676.12,676.12,676.12,676.12,5.56M,0.23%
10/08/1988,674.59,674.59,674.59,674.59,3.87M,0.02%
10/07/1988,674.45,674.45,674.45,674.45,5.56M,-0.42%
10/06/1988,677.29,677.29,677.29,677.29,5.81M,0.52%
10/05/1988,673.78,673.78,673.78,673.78,4.26M,-0.85%
10/04/1988,679.54,679.54,679.54,679.54,5.66M,0.30%
09/30/1988,677.54,677.54,677.54,677.54,6.00M,1.08%
09/29/1988,670.28,670.28,670.28,670.28,6.46M,-0.05%
09/28/1988,670.64,670.64,670.64,670.64,7.19M,-0.10%
09/27/1988,671.29,671.29,671.29,671.29,4.23M,-1.30%
09/24/1988,680.1,680.1,680.1,680.1,3.69M,0.80%
09/23/1988,674.69,674.69,674.69,674.69,4.88M,-1.32%
09/22/1988,683.73,683.73,683.73,683.73,7.07M,3.15%
09/21/1988,662.84,662.84,662.84,662.84,5.32M,0.04%
09/20/1988,662.55,662.55,662.55,662.55,6.30M,-0.58%
09/19/1988,666.41,666.41,666.41,666.41,4.36M,-0.80%
09/16/1988,671.77,671.77,671.77,671.77,8.19M,-1.32%
09/15/1988,680.75,680.75,680.75,680.75,6.95M,-0.39%
09/14/1988,683.39,683.39,683.39,683.39,7.53M,0.40%
09/13/1988,680.64,680.64,680.64,680.64,7.82M,-1.04%
09/12/1988,687.82,687.82,687.82,687.82,8.21M,-0.18%
09/10/1988,689.07,689.07,689.07,689.07,7.35M,0.91%
09/09/1988,682.84,682.84,682.84,682.84,6.92M,2.63%
09/08/1988,665.37,665.37,665.37,665.37,5.26M,-0.35%
09/07/1988,667.74,667.74,667.74,667.74,5.54M,-0.52%
09/06/1988,671.23,671.23,671.23,671.23,5.23M,-0.05%
09/05/1988,671.55,671.55,671.55,671.55,5.46M,-1.04%
09/03/1988,678.63,678.63,678.63,678.63,4.26M,0.59%
09/02/1988,674.68,674.68,674.68,674.68,5.74M,-0.15%
09/01/1988,675.67,675.67,675.67,675.67,5.97M,1.69%
08/31/1988,664.43,664.43,664.43,664.43,5.10M,-1.62%
08/30/1988,675.37,675.37,675.37,675.37,6.69M,1.91%
08/29/1988,662.69,662.69,662.69,662.69,6.29M,-1.18%
08/27/1988,670.6,670.6,670.6,670.6,5.85M,-0.77%
08/26/1988,675.8,675.8,675.8,675.8,7.34M,-0.93%
08/25/1988,682.15,682.15,682.15,682.15,7.30M,-0.63%
08/24/1988,686.46,686.46,686.46,686.46,7.28M,-0.55%
08/23/1988,690.27,690.27,690.27,690.27,8.52M,-0.48%
08/22/1988,693.6,693.6,693.6,693.6,7.24M,-1.44%
08/20/1988,703.7,703.7,703.7,703.7,8.02M,-0.37%
08/19/1988,706.3,706.3,706.3,706.3,10.39M,-0.61%
08/18/1988,710.63,710.63,710.63,710.63,13.82M,0.59%
08/17/1988,706.44,706.44,706.44,706.44,11.93M,-0.63%
08/16/1988,710.91,710.91,710.91,710.91,15.33M,0.85%
08/13/1988,704.9,704.9,704.9,704.9,5.54M,-0.57%
08/12/1988,708.93,708.93,708.93,708.93,16.58M,0.35%
08/11/1988,706.46,706.46,706.46,706.46,11.96M,2.99%
08/10/1988,685.97,685.97,685.97,685.97,9.86M,-0.23%
08/09/1988,687.56,687.56,687.56,687.56,10.00M,-0.43%
08/08/1988,690.55,690.55,690.55,690.55,10.98M,-0.40%
08/06/1988,693.35,693.35,693.35,693.35,7.21M,0.89%
08/05/1988,687.23,687.23,687.23,687.23,8.91M,-0.97%
08/04/1988,693.98,693.98,693.98,693.98,6.74M,-1.54%
08/03/1988,704.84,704.84,704.84,704.84,9.65M,-0.76%
08/02/1988,710.22,710.22,710.22,710.22,9.20M,-0.64%
08/01/1988,714.83,714.83,714.83,714.83,9.45M,-0.87%
07/30/1988,721.08,721.08,721.08,721.08,9.71M,0.56%
07/29/1988,717.08,717.08,717.08,717.08,11.40M,2.81%
07/28/1988,697.51,697.51,697.51,697.51,15.72M,-0.80%
07/27/1988,703.15,703.15,703.15,703.15,15.13M,-1.91%
07/26/1988,716.81,716.81,716.81,716.81,13.46M,-0.31%
07/25/1988,719.05,719.05,719.05,719.05,12.77M,2.40%
07/23/1988,702.17,702.17,702.17,702.17,6.46M,1.97%
07/22/1988,688.63,688.63,688.63,688.63,15.02M,3.43%
07/21/1988,665.79,665.79,665.79,665.79,10.09M,-0.94%
07/20/1988,672.1,672.1,672.1,672.1,9.11M,-1.69%
07/19/1988,683.68,683.68,683.68,683.68,7.38M,2.52%
07/18/1988,666.87,666.87,666.87,666.87,5.06M,-1.78%
07/16/1988,678.95,678.95,678.95,678.95,3.05M,-0.96%
07/15/1988,685.53,685.53,685.53,685.53,4.72M,-0.77%
07/14/1988,690.86,690.86,690.86,690.86,5.29M,0.51%
07/13/1988,687.36,687.36,687.36,687.36,4.72M,-0.78%
07/12/1988,692.79,692.79,692.79,692.79,5.19M,-0.48%
07/11/1988,696.11,696.11,696.11,696.11,4.68M,-0.91%
07/09/1988,702.52,702.52,702.52,702.52,4.58M,0.05%
07/08/1988,702.17,702.17,702.17,702.17,7.03M,0.11%
07/07/1988,701.41,701.41,701.41,701.41,6.72M,-0.79%
07/06/1988,707.02,707.02,707.02,707.02,9.35M,0.55%
07/05/1988,703.15,703.15,703.15,703.15,7.23M,0.25%
07/04/1988,701.4,701.4,701.4,701.4,5.88M,-0.98%
07/02/1988,708.34,708.34,708.34,708.34,6.24M,0.29%
07/01/1988,706.3,706.3,706.3,706.3,7.59M,0.49%
06/30/1988,702.83,702.83,702.83,702.83,8.36M,0.40%
06/29/1988,700.05,700.05,700.05,700.05,7.06M,2.12%
06/28/1988,685.5,685.5,685.5,685.5,7.50M,-0.06%
06/27/1988,685.89,685.89,685.89,685.89,6.46M,0.32%
06/25/1988,683.7,683.7,683.7,683.7,4.63M,-0.93%
06/24/1988,690.15,690.15,690.15,690.15,8.98M,0.03%
06/23/1988,689.96,689.96,689.96,689.96,8.38M,-0.63%
06/22/1988,694.33,694.33,694.33,694.33,6.56M,-1.00%
06/21/1988,701.33,701.33,701.33,701.33,8.77M,-0.34%
06/20/1988,703.71,703.71,703.71,703.71,7.95M,-1.21%
06/18/1988,712.33,712.33,712.33,712.33,8.36M,0.56%
06/17/1988,708.38,708.38,708.38,708.38,9.74M,0.80%
06/16/1988,702.74,702.74,702.74,702.74,9.59M,-0.74%
06/15/1988,707.99,707.99,707.99,707.99,9.06M,-0.89%
06/14/1988,714.36,714.36,714.36,714.36,7.59M,-1.67%
06/13/1988,726.47,726.47,726.47,726.47,9.67M,0.03%
06/11/1988,726.27,726.27,726.27,726.27,7.53M,-0.69%
06/10/1988,731.33,731.33,731.33,731.33,13.65M,-0.88%
06/09/1988,737.83,737.83,737.83,737.83,13.77M,0.80%
06/08/1988,731.99,731.99,731.99,731.99,14.85M,-0.15%
06/07/1988,733.12,733.12,733.12,733.12,13.70M,0.66%
06/04/1988,728.28,728.28,728.28,728.28,7.97M,-0.19%
06/03/1988,729.67,729.67,729.67,729.67,15.60M,0.96%
06/02/1988,722.7,722.7,722.7,722.7,12.91M,-0.11%
06/01/1988,723.5,723.5,723.5,723.5,15.39M,0.86%
05/31/1988,717.35,717.35,717.35,717.35,13.96M,0.06%
05/30/1988,716.89,716.89,716.89,716.89,14.17M,0.01%
05/28/1988,716.79,716.79,716.79,716.79,10.99M,0.51%
05/27/1988,713.12,713.12,713.12,713.12,12.90M,-0.52%
05/26/1988,716.85,716.85,716.85,716.85,15.58M,1.89%
05/25/1988,703.54,703.54,703.54,703.54,14.19M,-0.28%
05/24/1988,705.51,705.51,705.51,705.51,15.17M,1.03%
05/21/1988,698.29,698.29,698.29,698.29,11.59M,0.97%
05/20/1988,691.58,691.58,691.58,691.58,17.91M,1.97%
05/19/1988,678.24,678.24,678.24,678.24,14.23M,-0.08%
05/18/1988,678.77,678.77,678.77,678.77,15.53M,1.26%
05/17/1988,670.31,670.31,670.31,670.31,14.80M,1.77%
05/16/1988,658.65,658.65,658.65,658.65,9.94M,0.16%
05/14/1988,657.57,657.57,657.57,657.57,8.42M,0.31%
05/13/1988,655.51,655.51,655.51,655.51,11.73M,0.75%
05/12/1988,650.66,650.66,650.66,650.66,10.25M,2.20%
05/11/1988,636.68,636.68,636.68,636.68,6.80M,0.41%
05/10/1988,634.05,634.05,634.05,634.05,5.57M,-0.22%
05/09/1988,635.47,635.47,635.47,635.47,5.22M,-0.67%
05/07/1988,639.77,639.77,639.77,639.77,3.76M,0.00%
05/06/1988,639.77,639.77,639.77,639.77,7.08M,-0.92%
05/04/1988,645.69,645.69,645.69,645.69,8.21M,-0.44%
05/03/1988,648.52,648.52,648.52,648.52,9.74M,-0.23%
05/02/1988,650.03,650.03,650.03,650.03,8.75M,0.44%
04/30/1988,647.18,647.18,647.18,647.18,6.22M,-0.42%
04/29/1988,649.88,649.88,649.88,649.88,10.83M,2.63%
04/28/1988,633.24,633.24,633.24,633.24,5.48M,2.35%
04/27/1988,618.73,618.73,618.73,618.73,4.09M,-4.03%
04/25/1988,644.7,644.7,644.7,644.7,7.53M,0.45%
04/23/1988,641.83,641.83,641.83,641.83,4.54M,1.77%
04/22/1988,630.67,630.67,630.67,630.67,6.89M,0.44%
04/21/1988,627.92,627.92,627.92,627.92,4.76M,-1.49%
04/20/1988,637.4,637.4,637.4,637.4,6.73M,0.77%
04/19/1988,632.54,632.54,632.54,632.54,5.37M,-0.43%
04/18/1988,635.28,635.28,635.28,635.28,4.57M,-1.56%
04/16/1988,645.38,645.38,645.38,645.38,3.22M,-0.02%
04/15/1988,645.53,645.53,645.53,645.53,3.66M,-0.09%
04/14/1988,646.14,646.14,646.14,646.14,4.96M,-0.55%
04/13/1988,649.72,649.72,649.72,649.72,6.43M,1.46%
04/12/1988,640.39,640.39,640.39,640.39,6.00M,-0.10%
04/11/1988,641.05,641.05,641.05,641.05,4.88M,-1.18%
04/09/1988,648.71,648.71,648.71,648.71,4.35M,0.08%
04/08/1988,648.19,648.19,648.19,648.19,8.78M,-0.84%
04/07/1988,653.66,653.66,653.66,653.66,10.14M,-0.40%
04/06/1988,656.26,656.26,656.26,656.26,10.24M,-0.36%
04/04/1988,658.66,658.66,658.66,658.66,8.97M,0.48%
04/02/1988,655.54,655.54,655.54,655.54,5.37M,0.19%
04/01/1988,654.32,654.32,654.32,654.32,10.34M,-0.33%
03/31/1988,656.47,656.47,656.47,656.47,10.24M,1.82%
03/30/1988,644.75,644.75,644.75,644.75,7.37M,0.96%
03/29/1988,638.59,638.59,638.59,638.59,7.74M,1.20%
03/28/1988,631.03,631.03,631.03,631.03,5.84M,-0.50%
03/26/1988,634.2,634.2,634.2,634.2,5.91M,0.29%
03/25/1988,632.36,632.36,632.36,632.36,7.51M,1.11%
03/24/1988,625.42,625.42,625.42,625.42,5.66M,0.26%
03/23/1988,623.78,623.78,623.78,623.78,6.11M,0.16%
03/22/1988,622.79,622.79,622.79,622.79,6.37M,-2.51%
03/21/1988,638.81,638.81,638.81,638.81,7.11M,0.32%
03/19/1988,636.79,636.79,636.79,636.79,5.35M,0.01%
03/18/1988,636.72,636.72,636.72,636.72,8.95M,0.72%
03/17/1988,632.16,632.16,632.16,632.16,7.59M,0.74%
03/16/1988,627.49,627.49,627.49,627.49,8.14M,0.37%
03/15/1988,625.17,625.17,625.17,625.17,6.76M,2.12%
03/14/1988,612.21,612.21,612.21,612.21,6.16M,0.31%
03/12/1988,610.33,610.33,610.33,610.33,4.26M,0.25%
03/11/1988,608.78,608.78,608.78,608.78,6.81M,-0.51%
03/09/1988,611.88,611.88,611.88,611.88,7.19M,1.40%
03/08/1988,603.41,603.41,603.41,603.41,4.96M,-1.84%
03/07/1988,614.7,614.7,614.7,614.7,4.98M,-0.60%
03/05/1988,618.42,618.42,618.42,618.42,3.90M,0.40%
03/04/1988,615.95,615.95,615.95,615.95,6.52M,0.48%
03/03/1988,613.01,613.01,613.01,613.01,7.79M,0.78%
03/02/1988,608.24,608.24,608.24,608.24,7.44M,-0.67%
02/29/1988,612.35,612.35,612.35,612.35,5.16M,-3.30%
02/27/1988,633.23,633.23,633.23,633.23,4.22M,-0.29%
02/26/1988,635.1,635.1,635.1,635.1,6.53M,-3.30%
02/24/1988,656.79,656.79,656.79,656.79,9.56M,0.91%
02/23/1988,650.85,650.85,650.85,650.85,8.56M,-1.13%
02/22/1988,658.32,658.32,658.32,658.32,8.08M,-0.71%
02/20/1988,663.03,663.03,663.03,663.03,5.71M,-0.83%
02/19/1988,668.56,668.56,668.56,668.56,10.94M,1.49%
02/17/1988,658.75,658.75,658.75,658.75,10.52M,1.51%
02/16/1988,648.95,648.95,648.95,648.95,10.39M,0.21%
02/15/1988,647.56,647.56,647.56,647.56,8.98M,1.00%
02/13/1988,641.16,641.16,641.16,641.16,5.46M,0.20%
02/12/1988,639.88,639.88,639.88,639.88,10.95M,-0.16%
02/11/1988,640.88,640.88,640.88,640.88,10.31M,-0.82%
02/10/1988,646.16,646.16,646.16,646.16,10.31M,-1.35%
02/09/1988,655,655,655,655,14.66M,0.55%
02/08/1988,651.42,651.42,651.42,651.42,12.30M,2.77%
02/06/1988,633.86,633.86,633.86,633.86,8.90M,2.03%
02/05/1988,621.26,621.26,621.26,621.26,15.16M,-1.76%
02/04/1988,632.37,632.37,632.37,632.37,16.04M,0.31%
02/03/1988,630.41,630.41,630.41,630.41,15.29M,-1.63%
02/02/1988,640.88,640.88,640.88,640.88,19.43M,-1.93%
02/01/1988,653.51,653.51,653.51,653.51,13.41M,3.15%
01/30/1988,633.58,633.58,633.58,633.58,11.58M,-1.33%
01/29/1988,642.11,642.11,642.11,642.11,16.59M,1.38%
01/28/1988,633.38,633.38,633.38,633.38,16.47M,2.95%
01/27/1988,615.24,615.24,615.24,615.24,15.69M,2.15%
01/26/1988,602.32,602.32,602.32,602.32,14.92M,1.64%
01/25/1988,592.6,592.6,592.6,592.6,13.16M,0.47%
01/23/1988,589.83,589.83,589.83,589.83,10.20M,0.92%
01/22/1988,584.44,584.44,584.44,584.44,11.69M,-0.43%
01/21/1988,586.96,586.96,586.96,586.96,15.37M,0.67%
01/20/1988,583.07,583.07,583.07,583.07,12.78M,1.20%
01/19/1988,576.17,576.17,576.17,576.17,12.37M,0.29%
01/18/1988,574.49,574.49,574.49,574.49,9.98M,-2.59%
01/16/1988,589.76,589.76,589.76,589.76,9.19M,0.66%
01/15/1988,585.89,585.89,585.89,585.89,17.13M,1.36%
01/14/1988,578.05,578.05,578.05,578.05,15.13M,-0.55%
