Date,Price,Open,High,Low,Vol.,Change %
10/06/1993,716.9,716.9,716.9,716.9,22.70M,-0.11%
10/05/1993,717.71,717.71,717.71,717.71,27.68M,0.37%
10/04/1993,715.05,715.05,715.05,715.05,18.57M,-0.63%
10/02/1993,719.55,719.55,719.55,719.55,13.17M,0.09%
09/28/1993,718.87,718.87,718.87,718.87,27.39M,0.14%
09/27/1993,717.83,717.83,717.83,717.83,28.91M,2.03%
09/25/1993,703.55,703.55,703.55,703.55,14.21M,0.19%
09/24/1993,702.2,702.2,702.2,702.2,23.06M,-0.18%
09/23/1993,703.49,703.49,703.49,703.49,28.48M,0.85%
09/22/1993,697.56,697.56,697.56,697.56,22.64M,0.42%
09/21/1993,694.66,694.66,694.66,694.66,19.05M,-0.07%
09/20/1993,695.12,695.12,695.12,695.12,19.55M,1.34%
09/18/1993,685.94,685.94,685.94,685.94,9.33M,-0.35%
09/17/1993,688.34,688.34,688.34,688.34,15.34M,0.28%
09/16/1993,686.39,686.39,686.39,686.39,12.89M,-0.73%
09/15/1993,691.44,691.44,691.44,691.44,17.77M,-0.57%
09/14/1993,695.37,695.37,695.37,695.37,16.09M,-0.77%
09/13/1993,700.75,700.75,700.75,700.75,27.76M,0.59%
09/11/1993,696.61,696.61,696.61,696.61,14.03M,-0.02%
09/10/1993,696.76,696.76,696.76,696.76,24.80M,0.09%
09/09/1993,696.14,696.14,696.14,696.14,31.12M,1.83%
09/08/1993,683.6,683.6,683.6,683.6,20.27M,-1.06%
09/07/1993,690.95,690.95,690.95,690.95,27.19M,2.25%
09/06/1993,675.77,675.77,675.77,675.77,16.14M,1.52%
09/04/1993,665.66,665.66,665.66,665.66,11.82M,-2.16%
09/03/1993,680.36,680.36,680.36,680.36,19.18M,0.34%
09/02/1993,678.03,678.03,678.03,678.03,21.80M,0.47%
09/01/1993,674.86,674.86,674.86,674.86,15.70M,1.50%
08/31/1993,664.88,664.88,664.88,664.88,16.70M,-1.08%
08/30/1993,672.12,672.12,672.12,672.12,12.92M,-2.57%
08/28/1993,689.82,689.82,689.82,689.82,11.73M,0.58%
08/27/1993,685.87,685.87,685.87,685.87,16.55M,-1.42%
08/26/1993,695.74,695.74,695.74,695.74,15.03M,-1.33%
08/25/1993,705.1,705.1,705.1,705.1,17.62M,-1.39%
08/24/1993,715.03,715.03,715.03,715.03,20.36M,-1.65%
08/23/1993,727.06,727.06,727.06,727.06,21.45M,-1.00%
08/21/1993,734.39,734.39,734.39,734.39,20.54M,0.62%
08/20/1993,729.86,729.86,729.86,729.86,43.18M,-1.10%
08/19/1993,737.97,737.97,737.97,737.97,50.46M,3.48%
08/18/1993,713.18,713.18,713.18,713.18,27.44M,3.52%
08/17/1993,688.94,688.94,688.94,688.94,25.01M,-0.39%
08/16/1993,691.67,691.67,691.67,691.67,29.69M,3.75%
08/14/1993,666.67,666.67,666.67,666.67,21.20M,-3.88%
08/13/1993,693.57,693.57,693.57,693.57,1.36M,-4.46%
08/12/1993,725.94,725.94,725.94,725.94,14.70M,0.32%
08/11/1993,723.65,723.65,723.65,723.65,20.53M,0.59%
08/10/1993,719.44,719.44,719.44,719.44,15.02M,1.39%
08/09/1993,709.59,709.59,709.59,709.59,12.34M,-1.02%
08/07/1993,716.88,716.88,716.88,716.88,11.45M,-0.64%
08/06/1993,721.48,721.48,721.48,721.48,14.92M,-1.44%
08/05/1993,732.05,732.05,732.05,732.05,19.40M,1.67%
08/04/1993,720.02,720.02,720.02,720.02,11.51M,-0.21%
08/03/1993,721.54,721.54,721.54,721.54,14.01M,0.29%
08/02/1993,719.45,719.45,719.45,719.45,10.66M,-1.44%
07/31/1993,729.94,729.94,729.94,729.94,17.87M,-0.08%
07/30/1993,730.5,730.5,730.5,730.5,22.59M,-1.71%
07/29/1993,743.21,743.21,743.21,743.21,22.08M,-0.78%
07/28/1993,749.03,749.03,749.03,749.03,21.44M,-0.19%
07/27/1993,750.48,750.48,750.48,750.48,20.27M,0.73%
07/26/1993,745.07,745.07,745.07,745.07,16.47M,0.44%
07/24/1993,741.83,741.83,741.83,741.83,10.79M,0.00%
07/23/1993,741.81,741.81,741.81,741.81,17.32M,-0.64%
07/22/1993,746.56,746.56,746.56,746.56,20.23M,-0.72%
07/21/1993,751.94,751.94,751.94,751.94,22.74M,0.28%
07/20/1993,749.86,749.86,749.86,749.86,23.37M,0.06%
07/19/1993,749.38,749.38,749.38,749.38,21.03M,-1.29%
07/16/1993,759.17,759.17,759.17,759.17,25.83M,-0.42%
07/15/1993,762.4,762.4,762.4,762.4,27.98M,-0.07%
07/14/1993,762.96,762.96,762.96,762.96,25.12M,0.00%
07/13/1993,762.94,762.94,762.94,762.94,28.30M,-0.80%
07/12/1993,769.07,769.07,769.07,769.07,30.14M,-0.10%
07/10/1993,769.87,769.87,769.87,769.87,26.62M,-0.08%
07/09/1993,770.46,770.46,770.46,770.46,38.61M,1.29%
07/08/1993,760.68,760.68,760.68,760.68,37.11M,1.01%
07/07/1993,753.11,753.11,753.11,753.11,22.22M,0.41%
07/06/1993,750,750,750,750,23.28M,-0.37%
07/05/1993,752.78,752.78,752.78,752.78,22.27M,0.60%
07/03/1993,748.3,748.3,748.3,748.3,15.94M,0.19%
07/02/1993,746.88,746.88,746.88,746.88,23.34M,-0.85%
07/01/1993,753.26,753.26,753.26,753.26,27.88M,0.59%
06/30/1993,748.87,748.87,748.87,748.87,32.25M,0.43%
06/29/1993,745.69,745.69,745.69,745.69,29.24M,1.56%
06/28/1993,734.22,734.22,734.22,734.22,34.18M,-2.01%
06/26/1993,749.27,749.27,749.27,749.27,24.73M,-1.41%
06/25/1993,760.01,760.01,760.01,760.01,45.96M,-0.39%
06/24/1993,762.95,762.95,762.95,762.95,51.25M,0.06%
06/23/1993,762.53,762.53,762.53,762.53,45.17M,-1.05%
06/22/1993,770.62,770.62,770.62,770.62,53.99M,0.60%
06/21/1993,766.06,766.06,766.06,766.06,45.06M,0.77%
06/19/1993,760.2,760.2,760.2,760.2,34.60M,-0.25%
06/18/1993,762.09,762.09,762.09,762.09,46.50M,-0.06%
06/17/1993,762.54,762.54,762.54,762.54,47.54M,0.43%
06/16/1993,759.26,759.26,759.26,759.26,33.42M,0.19%
06/15/1993,757.84,757.84,757.84,757.84,33.39M,-0.21%
06/14/1993,759.47,759.47,759.47,759.47,35.36M,-0.83%
06/12/1993,765.86,765.86,765.86,765.86,38.34M,-0.34%
06/11/1993,768.48,768.48,768.48,768.48,53.44M,-0.63%
06/10/1993,773.39,773.39,773.39,773.39,78.50M,-0.50%
06/09/1993,777.25,777.25,777.25,777.25,79.36M,1.18%
06/08/1993,768.19,768.19,768.19,768.19,76.24M,0.25%
06/07/1993,766.28,766.28,766.28,766.28,60.18M,1.55%
06/05/1993,754.59,754.59,754.59,754.59,39.00M,-0.73%
06/04/1993,760.15,760.15,760.15,760.15,73.60M,-0.39%
06/03/1993,763.15,763.15,763.15,763.15,75.25M,0.44%
06/02/1993,759.81,759.81,759.81,759.81,66.55M,1.04%
06/01/1993,751.97,751.97,751.97,751.97,69.92M,-0.05%
05/31/1993,752.31,752.31,752.31,752.31,62.45M,1.84%
05/29/1993,738.75,738.75,738.75,738.75,38.70M,0.21%
05/27/1993,737.22,737.22,737.22,737.22,67.66M,1.00%
05/26/1993,729.91,729.91,729.91,729.91,50.67M,0.36%
05/25/1993,727.27,727.27,727.27,727.27,40.37M,-0.90%
05/24/1993,733.91,733.91,733.91,733.91,48.96M,0.08%
05/22/1993,733.34,733.34,733.34,733.34,40.41M,0.73%
05/21/1993,727.99,727.99,727.99,727.99,50.14M,0.09%
05/20/1993,727.37,727.37,727.37,727.37,52.34M,0.36%
05/19/1993,724.76,724.76,724.76,724.76,49.86M,0.30%
05/18/1993,722.61,722.61,722.61,722.61,47.59M,0.76%
05/17/1993,717.17,717.17,717.17,717.17,36.69M,1.67%
05/15/1993,705.38,705.38,705.38,705.38,21.15M,-0.23%
05/14/1993,707.01,707.01,707.01,707.01,43.46M,-0.51%
05/13/1993,710.61,710.61,710.61,710.61,34.55M,1.50%
05/12/1993,700.08,700.08,700.08,700.08,23.04M,-0.18%
05/11/1993,701.36,701.36,701.36,701.36,27.55M,-0.41%
05/10/1993,704.22,704.22,704.22,704.22,20.30M,0.15%
05/08/1993,703.16,703.16,703.16,703.16,18.46M,-0.10%
05/07/1993,703.85,703.85,703.85,703.85,24.36M,-0.98%
05/06/1993,710.8,710.8,710.8,710.8,26.57M,-1.25%
05/04/1993,719.83,719.83,719.83,719.83,30.05M,0.17%
05/03/1993,718.59,718.59,718.59,718.59,25.67M,0.13%
05/01/1993,717.68,717.68,717.68,717.68,18.77M,-0.54%
04/30/1993,721.57,721.57,721.57,721.57,36.04M,-0.44%
04/29/1993,724.76,724.76,724.76,724.76,36.11M,-0.50%
04/28/1993,728.41,728.41,728.41,728.41,35.77M,0.75%
04/27/1993,722.96,722.96,722.96,722.96,34.51M,-1.09%
04/26/1993,730.92,730.92,730.92,730.92,38.96M,-0.44%
04/24/1993,734.18,734.18,734.18,734.18,38.13M,-0.21%
04/23/1993,735.7,735.7,735.7,735.7,63.39M,-0.26%
04/22/1993,737.59,737.59,737.59,737.59,61.28M,0.55%
04/21/1993,733.58,733.58,733.58,733.58,56.62M,1.65%
04/20/1993,721.66,721.66,721.66,721.66,43.83M,-0.56%
04/19/1993,725.76,725.76,725.76,725.76,57.92M,1.89%
04/17/1993,712.3,712.3,712.3,712.3,31.15M,0.77%
04/16/1993,706.86,706.86,706.86,706.86,63.15M,-1.38%
04/15/1993,716.76,716.76,716.76,716.76,50.88M,1.68%
04/14/1993,704.92,704.92,704.92,704.92,61.52M,-2.17%
04/13/1993,720.52,720.52,720.52,720.52,60.05M,-0.06%
04/12/1993,720.96,720.96,720.96,720.96,65.10M,1.78%
04/10/1993,708.33,708.33,708.33,708.33,37.87M,0.77%
04/09/1993,702.93,702.93,702.93,702.93,66.56M,1.13%
04/08/1993,695.07,695.07,695.07,695.07,43.59M,-0.63%
04/07/1993,699.49,699.49,699.49,699.49,67.10M,0.34%
04/06/1993,697.11,697.11,697.11,697.11,50.17M,1.14%
04/03/1993,689.24,689.24,689.24,689.24,37.54M,1.16%
04/02/1993,681.37,681.37,681.37,681.37,47.75M,2.37%
04/01/1993,665.61,665.61,665.61,665.61,20.78M,-0.17%
03/31/1993,666.75,666.75,666.75,666.75,39.01M,0.26%
03/30/1993,665.02,665.02,665.02,665.02,27.79M,1.81%
03/29/1993,653.21,653.21,653.21,653.21,22.80M,-0.50%
03/27/1993,656.48,656.48,656.48,656.48,16.19M,-0.39%
03/26/1993,659.02,659.02,659.02,659.02,23.32M,-0.55%
03/25/1993,662.69,662.69,662.69,662.69,32.35M,-0.60%
03/24/1993,666.66,666.66,666.66,666.66,27.67M,-0.04%
03/23/1993,666.95,666.95,666.95,666.95,37.29M,1.24%
03/22/1993,658.75,658.75,658.75,658.75,27.63M,-1.50%
03/20/1993,668.75,668.75,668.75,668.75,35.32M,0.02%
03/19/1993,668.63,668.63,668.63,668.63,33.52M,0.34%
03/18/1993,666.39,666.39,666.39,666.39,51.74M,0.50%
03/17/1993,663.05,663.05,663.05,663.05,37.35M,3.95%
03/16/1993,637.87,637.87,637.87,637.87,24.71M,-1.22%
03/15/1993,645.73,645.73,645.73,645.73,41.63M,1.72%
03/13/1993,634.84,634.84,634.84,634.84,20.75M,1.06%
03/12/1993,628.16,628.16,628.16,628.16,26.58M,2.10%
03/11/1993,615.26,615.26,615.26,615.26,16.44M,-1.75%
03/09/1993,626.23,626.23,626.23,626.23,33.26M,0.10%
03/08/1993,625.62,625.62,625.62,625.62,20.91M,3.25%
03/06/1993,605.93,605.93,605.93,605.93,13.38M,-1.57%
03/05/1993,615.57,615.57,615.57,615.57,20.55M,-1.07%
03/04/1993,622.22,622.22,622.22,622.22,14.61M,-1.70%
03/03/1993,632.99,632.99,632.99,632.99,19.18M,-0.12%
03/02/1993,633.73,633.73,633.73,633.73,15.82M,-1.44%
02/27/1993,642.96,642.96,642.96,642.96,14.61M,-0.27%
02/26/1993,644.7,644.7,644.7,644.7,22.77M,-1.66%
02/25/1993,655.61,655.61,655.61,655.61,23.40M,-2.56%
02/24/1993,672.81,672.81,672.81,672.81,25.21M,-0.56%
02/23/1993,676.62,676.62,676.62,676.62,31.46M,0.28%
02/22/1993,674.71,674.71,674.71,674.71,27.78M,3.47%
02/20/1993,652.07,652.07,652.07,652.07,18.63M,-0.37%
02/19/1993,654.52,654.52,654.52,654.52,26.75M,0.09%
02/18/1993,653.91,653.91,653.91,653.91,23.25M,-1.69%
02/17/1993,665.12,665.12,665.12,665.12,22.45M,-1.06%
02/16/1993,672.22,672.22,672.22,672.22,24.74M,-0.78%
02/15/1993,677.52,677.52,677.52,677.52,19.42M,0.03%
02/13/1993,677.33,677.33,677.33,677.33,20.82M,-0.89%
02/12/1993,683.4,683.4,683.4,683.4,40.05M,0.26%
02/11/1993,681.6,681.6,681.6,681.6,43.37M,0.64%
02/10/1993,677.25,677.25,677.25,677.25,39.54M,0.28%
02/09/1993,675.33,675.33,675.33,675.33,36.14M,0.47%
02/08/1993,672.18,672.18,672.18,672.18,26.72M,0.11%
02/06/1993,671.42,671.42,671.42,671.42,22.04M,-0.87%
02/05/1993,677.31,677.31,677.31,677.31,38.61M,-0.98%
02/04/1993,684.04,684.04,684.04,684.04,37.98M,0.84%
02/03/1993,678.34,678.34,678.34,678.34,36.84M,1.83%
02/02/1993,666.18,666.18,666.18,666.18,28.78M,0.39%
02/01/1993,663.57,663.57,663.57,663.57,30.55M,-1.04%
01/30/1993,670.56,670.56,670.56,670.56,19.91M,-1.38%
01/29/1993,679.96,679.96,679.96,679.96,37.04M,-1.14%
01/28/1993,687.79,687.79,687.79,687.79,42.00M,-0.98%
01/27/1993,694.57,694.57,694.57,694.57,48.45M,-1.13%
01/26/1993,702.5,702.5,702.5,702.5,58.29M,-0.72%
01/25/1993,707.61,707.61,707.61,707.61,49.36M,1.10%
01/21/1993,699.92,699.92,699.92,699.92,50.42M,-0.01%
01/20/1993,700,700,700,700,52.76M,0.10%
01/19/1993,699.32,699.32,699.32,699.32,44.96M,0.88%
01/18/1993,693.23,693.23,693.23,693.23,37.90M,0.28%
01/16/1993,691.31,691.31,691.31,691.31,33.52M,-0.29%
01/15/1993,693.29,693.29,693.29,693.29,43.79M,0.15%
01/14/1993,692.23,692.23,692.23,692.23,48.27M,-1.94%
01/13/1993,705.93,705.93,705.93,705.93,59.88M,0.41%
01/12/1993,703.05,703.05,703.05,703.05,45.91M,-0.76%
01/11/1993,708.42,708.42,708.42,708.42,58.99M,-0.19%
01/09/1993,709.77,709.77,709.77,709.77,53.34M,0.75%
01/08/1993,704.5,704.5,704.5,704.5,63.86M,1.08%
01/07/1993,696.95,696.95,696.95,696.95,60.55M,1.24%
01/06/1993,688.4,688.4,688.4,688.4,51.09M,-0.35%
01/05/1993,690.79,690.79,690.79,690.79,47.81M,-0.95%
01/04/1993,697.41,697.41,697.41,697.41,28.69M,2.80%
12/28/1992,678.44,678.44,678.44,678.44,63.96M,-1.38%
12/26/1992,687.93,687.93,687.93,687.93,37.57M,1.86%
12/24/1992,675.36,675.36,675.36,675.36,55.37M,0.74%
12/23/1992,670.43,670.43,670.43,670.43,49.34M,2.04%
12/22/1992,657.01,657.01,657.01,657.01,36.94M,0.54%
12/21/1992,653.46,653.46,653.46,653.46,38.84M,-1.48%
12/19/1992,663.31,663.31,663.31,663.31,39.64M,0.41%
12/17/1992,660.6,660.6,660.6,660.6,55.69M,1.00%
12/16/1992,654.09,654.09,654.09,654.09,43.57M,0.60%
12/15/1992,650.21,650.21,650.21,650.21,30.86M,-0.16%
12/14/1992,651.23,651.23,651.23,651.23,40.71M,0.61%
12/12/1992,647.28,647.28,647.28,647.28,24.67M,0.24%
12/11/1992,645.7,645.7,645.7,645.7,34.16M,0.57%
12/10/1992,642.03,642.03,642.03,642.03,30.37M,3.43%
12/09/1992,620.74,620.74,620.74,620.74,19.33M,-0.78%
12/08/1992,625.61,625.61,625.61,625.61,22.42M,1.53%
12/07/1992,616.21,616.21,616.21,616.21,20.87M,-1.13%
12/05/1992,623.25,623.25,623.25,623.25,15.99M,-1.89%
12/04/1992,635.28,635.28,635.28,635.28,29.91M,-0.57%
12/03/1992,638.93,638.93,638.93,638.93,33.67M,-1.73%
12/02/1992,650.2,650.2,650.2,650.2,43.14M,-1.47%
12/01/1992,659.93,659.93,659.93,659.93,44.37M,-0.52%
11/30/1992,663.36,663.36,663.36,663.36,37.04M,1.60%
11/28/1992,652.94,652.94,652.94,652.94,24.53M,0.32%
11/27/1992,650.85,650.85,650.85,650.85,40.71M,-1.53%
11/26/1992,660.94,660.94,660.94,660.94,44.35M,1.30%
11/25/1992,652.47,652.47,652.47,652.47,34.43M,-0.39%
11/24/1992,655.05,655.05,655.05,655.05,53.15M,-2.15%
11/23/1992,669.46,669.46,669.46,669.46,45.35M,2.35%
11/21/1992,654.08,654.08,654.08,654.08,25.80M,2.92%
11/20/1992,635.55,635.55,635.55,635.55,45.03M,0.48%
11/19/1992,632.49,632.49,632.49,632.49,31.99M,1.81%
11/18/1992,621.25,621.25,621.25,621.25,36.69M,-1.61%
11/17/1992,631.42,631.42,631.42,631.42,34.91M,2.40%
11/16/1992,616.64,616.64,616.64,616.64,29.95M,-2.47%
11/14/1992,632.28,632.28,632.28,632.28,37.90M,-3.17%
11/13/1992,652.97,652.97,652.97,652.97,48.95M,2.51%
11/12/1992,636.99,636.99,636.99,636.99,49.27M,-3.33%
11/11/1992,658.96,658.96,658.96,658.96,74.65M,-2.64%
11/10/1992,676.86,676.86,676.86,676.86,71.39M,-1.45%
11/09/1992,686.81,686.81,686.81,686.81,71.05M,3.38%
11/07/1992,664.35,664.35,664.35,664.35,45.36M,3.01%
11/06/1992,644.94,644.94,644.94,644.94,63.72M,2.16%
11/05/1992,631.31,631.31,631.31,631.31,59.57M,1.99%
11/04/1992,619,619,619,619,47.19M,2.23%
11/03/1992,605.52,605.52,605.52,605.52,37.39M,-2.64%
11/02/1992,621.97,621.97,621.97,621.97,52.90M,1.04%
10/31/1992,615.58,615.58,615.58,615.58,43.57M,0.90%
10/30/1992,610.09,610.09,610.09,610.09,61.58M,0.71%
10/29/1992,605.78,605.78,605.78,605.78,62.38M,3.49%
10/28/1992,585.34,585.34,585.34,585.34,42.66M,0.21%
10/27/1992,584.1,584.1,584.1,584.1,67.73M,0.23%
10/26/1992,582.74,582.74,582.74,582.74,36.41M,4.46%
10/24/1992,557.86,557.86,557.86,557.86,31.34M,-2.36%
10/23/1992,571.34,571.34,571.34,571.34,46.84M,0.42%
10/22/1992,568.97,568.97,568.97,568.97,45.97M,1.65%
10/21/1992,559.71,559.71,559.71,559.71,37.89M,3.56%
10/20/1992,540.45,540.45,540.45,540.45,22.09M,0.14%
10/19/1992,539.7,539.7,539.7,539.7,29.04M,2.52%
10/17/1992,526.45,526.45,526.45,526.45,14.14M,1.45%
10/16/1992,518.91,518.91,518.91,518.91,12.58M,-0.56%
10/15/1992,521.85,521.85,521.85,521.85,15.80M,-0.59%
10/14/1992,524.96,524.96,524.96,524.96,14.91M,2.05%
10/13/1992,514.39,514.39,514.39,514.39,11.15M,-0.10%
10/12/1992,514.9,514.9,514.9,514.9,14.97M,-2.07%
10/10/1992,525.77,525.77,525.77,525.77,12.17M,0.29%
10/09/1992,524.27,524.27,524.27,524.27,12.57M,1.13%
10/08/1992,518.43,518.43,518.43,518.43,20.76M,-1.13%
10/07/1992,524.38,524.38,524.38,524.38,15.74M,3.27%
10/06/1992,507.76,507.76,507.76,507.76,10.65M,1.10%
10/05/1992,502.22,502.22,502.22,502.22,9.57M,-2.12%
10/02/1992,513.12,513.12,513.12,513.12,10.12M,0.86%
10/01/1992,508.76,508.76,508.76,508.76,8.38M,-0.98%
09/30/1992,513.82,513.82,513.82,513.82,11.60M,-0.06%
09/29/1992,514.11,514.11,514.11,514.11,12.68M,-0.37%
09/28/1992,516.04,516.04,516.04,516.04,13.21M,-1.56%
09/26/1992,524.23,524.23,524.23,524.23,11.21M,-0.25%
09/25/1992,525.57,525.57,525.57,525.57,14.91M,0.42%
09/24/1992,523.35,523.35,523.35,523.35,20.27M,-0.19%
09/23/1992,524.35,524.35,524.35,524.35,18.91M,1.00%
09/22/1992,519.16,519.16,519.16,519.16,21.98M,-0.46%
09/21/1992,521.54,521.54,521.54,521.54,22.85M,-3.52%
09/19/1992,540.55,540.55,540.55,540.55,14.36M,1.03%
09/18/1992,535.02,535.02,535.02,535.02,17.90M,0.25%
09/17/1992,533.66,533.66,533.66,533.66,16.55M,-1.05%
09/16/1992,539.3,539.3,539.3,539.3,19.59M,-1.01%
09/15/1992,544.82,544.82,544.82,544.82,20.82M,-1.18%
09/14/1992,551.31,551.31,551.31,551.31,22.91M,0.03%
09/09/1992,551.12,551.12,551.12,551.12,30.14M,-0.40%
09/08/1992,553.35,553.35,553.35,553.35,31.58M,-0.76%
09/07/1992,557.59,557.59,557.59,557.59,23.58M,4.28%
09/05/1992,534.69,534.69,534.69,534.69,19.23M,-1.73%
09/04/1992,544.08,544.08,544.08,544.08,28.33M,-3.52%
09/03/1992,563.94,563.94,563.94,563.94,35.05M,0.21%
09/02/1992,562.74,562.74,562.74,562.74,38.10M,0.74%
09/01/1992,558.6,558.6,558.6,558.6,49.60M,-0.75%
08/31/1992,562.8,562.8,562.8,562.8,34.06M,4.37%
08/29/1992,539.21,539.21,539.21,539.21,24.41M,3.98%
08/28/1992,518.56,518.56,518.56,518.56,33.41M,-0.39%
08/27/1992,520.61,520.61,520.61,520.61,36.31M,1.31%
08/26/1992,513.87,513.87,513.87,513.87,27.89M,3.92%
08/25/1992,494.5,494.5,494.5,494.5,22.95M,2.23%
08/24/1992,483.73,483.73,483.73,483.73,19.75M,2.57%
08/22/1992,471.61,471.61,471.61,471.61,11.76M,2.73%
08/21/1992,459.07,459.07,459.07,459.07,12.81M,-1.85%
08/20/1992,467.7,467.7,467.7,467.7,15.02M,-2.38%
08/19/1992,479.09,479.09,479.09,479.09,17.64M,3.04%
08/18/1992,464.95,464.95,464.95,464.95,17.16M,0.61%
08/17/1992,462.13,462.13,462.13,462.13,9.46M,-3.50%
08/14/1992,478.9,478.9,478.9,478.9,8.54M,-1.92%
08/13/1992,488.25,488.25,488.25,488.25,9.75M,-0.90%
08/12/1992,492.66,492.66,492.66,492.66,8.52M,-1.95%
08/11/1992,502.45,502.45,502.45,502.45,9.40M,-1.07%
08/10/1992,507.88,507.88,507.88,507.88,11.30M,2.74%
08/08/1992,494.35,494.35,494.35,494.35,6.89M,-0.18%
08/07/1992,495.22,495.22,495.22,495.22,11.75M,-0.96%
08/06/1992,500.04,500.04,500.04,500.04,10.32M,1.36%
08/05/1992,493.33,493.33,493.33,493.33,10.33M,-1.63%
08/04/1992,501.48,501.48,501.48,501.48,10.53M,-1.41%
08/03/1992,508.63,508.63,508.63,508.63,6.98M,0.41%
08/01/1992,506.57,506.57,506.57,506.57,5.98M,-0.66%
07/31/1992,509.95,509.95,509.95,509.95,7.46M,0.14%
07/30/1992,509.23,509.23,509.23,509.23,7.66M,0.08%
07/29/1992,508.84,508.84,508.84,508.84,8.45M,-1.09%
07/28/1992,514.45,514.45,514.45,514.45,10.69M,-0.59%
07/27/1992,517.48,517.48,517.48,517.48,9.83M,-0.82%
07/25/1992,521.76,521.76,521.76,521.76,10.69M,-0.04%
07/24/1992,521.99,521.99,521.99,521.99,11.55M,0.67%
07/23/1992,518.53,518.53,518.53,518.53,12.53M,-1.42%
07/22/1992,526,526,526,526,13.47M,2.77%
07/21/1992,511.84,511.84,511.84,511.84,8.86M,1.29%
07/20/1992,505.3,505.3,505.3,505.3,8.17M,-0.07%
07/18/1992,505.64,505.64,505.64,505.64,6.68M,-1.17%
07/16/1992,511.61,511.61,511.61,511.61,9.95M,-0.50%
07/15/1992,514.19,514.19,514.19,514.19,12.97M,-2.45%
07/14/1992,527.08,527.08,527.08,527.08,12.15M,2.84%
07/13/1992,512.54,512.54,512.54,512.54,9.95M,-1.34%
07/11/1992,519.5,519.5,519.5,519.5,9.90M,-0.84%
07/10/1992,523.88,523.88,523.88,523.88,10.81M,0.15%
07/09/1992,523.07,523.07,523.07,523.07,10.26M,-1.64%
07/08/1992,531.79,531.79,531.79,531.79,14.40M,-0.66%
07/07/1992,535.34,535.34,535.34,535.34,11.25M,-0.07%
07/06/1992,535.72,535.72,535.72,535.72,10.20M,-1.78%
07/04/1992,545.41,545.41,545.41,545.41,9.15M,-0.33%
07/03/1992,547.2,547.2,547.2,547.2,11.54M,-0.20%
07/02/1992,548.28,548.28,548.28,548.28,12.01M,-0.67%
07/01/1992,551.98,551.98,551.98,551.98,14.45M,-0.01%
06/30/1992,552.03,552.03,552.03,552.03,13.24M,0.09%
06/29/1992,551.55,551.55,551.55,551.55,14.97M,-0.06%
06/27/1992,551.88,551.88,551.88,551.88,13.16M,-0.04%
06/26/1992,552.09,552.09,552.09,552.09,14.88M,0.69%
06/25/1992,548.3,548.3,548.3,548.3,13.51M,-0.67%
06/24/1992,551.99,551.99,551.99,551.99,13.14M,-1.43%
06/23/1992,559.99,559.99,559.99,559.99,14.49M,0.30%
06/22/1992,558.32,558.32,558.32,558.32,11.89M,-1.23%
06/20/1992,565.29,565.29,565.29,565.29,16.13M,-1.00%
06/19/1992,571.02,571.02,571.02,571.02,17.65M,1.27%
06/18/1992,563.85,563.85,563.85,563.85,17.44M,-2.23%
06/17/1992,576.72,576.72,576.72,576.72,26.58M,-0.56%
06/16/1992,579.95,579.95,579.95,579.95,24.52M,0.02%
06/15/1992,579.81,579.81,579.81,579.81,30.19M,-0.17%
06/13/1992,580.8,580.8,580.8,580.8,16.90M,2.58%
06/12/1992,566.2,566.2,566.2,566.2,15.25M,-0.75%
06/11/1992,570.5,570.5,570.5,570.5,20.17M,1.36%
06/10/1992,562.87,562.87,562.87,562.87,16.72M,0.20%
06/09/1992,561.76,561.76,561.76,561.76,16.08M,-0.34%
06/08/1992,563.65,563.65,563.65,563.65,12.67M,-0.98%
06/05/1992,569.2,569.2,569.2,569.2,15.36M,0.07%
06/04/1992,568.81,568.81,568.81,568.81,14.83M,-0.03%
06/03/1992,568.98,568.98,568.98,568.98,16.44M,0.29%
06/02/1992,567.34,567.34,567.34,567.34,15.71M,-0.33%
06/01/1992,569.19,569.19,569.19,569.19,16.26M,-0.87%
05/30/1992,574.2,574.2,574.2,574.2,13.37M,0.57%
05/29/1992,570.93,570.93,570.93,570.93,14.52M,-1.33%
05/28/1992,578.63,578.63,578.63,578.63,23.68M,-1.13%
05/27/1992,585.23,585.23,585.23,585.23,22.34M,2.76%
05/26/1992,569.51,569.51,569.51,569.51,15.60M,-0.33%
05/25/1992,571.39,571.39,571.39,571.39,17.66M,-0.78%
05/23/1992,575.87,575.87,575.87,575.87,14.17M,-1.20%
05/22/1992,582.88,582.88,582.88,582.88,21.09M,1.58%
05/21/1992,573.83,573.83,573.83,573.83,23.14M,-1.05%
05/20/1992,579.91,579.91,579.91,579.91,28.00M,-1.37%
05/19/1992,587.97,587.97,587.97,587.97,24.59M,-0.01%
05/18/1992,588.05,588.05,588.05,588.05,24.42M,0.38%
05/16/1992,585.84,585.84,585.84,585.84,16.51M,-0.59%
05/15/1992,589.3,589.3,589.3,589.3,21.44M,0.30%
05/14/1992,587.56,587.56,587.56,587.56,25.67M,-0.80%
05/13/1992,592.29,592.29,592.29,592.29,24.51M,1.00%
05/12/1992,586.4,586.4,586.4,586.4,18.32M,-0.19%
05/11/1992,587.52,587.52,587.52,587.52,22.96M,-1.19%
05/09/1992,594.62,594.62,594.62,594.62,18.67M,-0.77%
